Generation,Number,Name,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Colosseum,Gale Of Darkness,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Scarlet,Violet
V,648,Meloetta,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,—,—,—,—,—,T,T
V,649,Genesect,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,T,T,T,T,—,—,T,T,—,—,—,—,—
VI,650,Chespin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,T,T,T,T,B,B,—,—,—,—,—,—,—,EvB,EvB
VI,651,Quilladin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,B,B,—,—,—,—,—,—,—,EvB,EvB
VI,652,Chesnaught,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,S,S,—,—,—,—,—,—,—,Ev,Ev
VI,653,Fennekin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,Ev,Ev,T,T,B,B,—,—,—,—,—,—,—,EvB,EvB
VI,654,Braixen,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,T,T,B,B,—,—,—,—,—,—,—,EvB,EvB
VI,655,Delphox,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,T,T,S,S,—,—,—,—,—,—,—,Ev,Ev
VI,656,Froakie,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,Ev,Ev,T,T,B,B,—,—,—,—,—,—,—,EvB,EvB
VI,657,Frogadier,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,T,T,B,B,—,—,—,—,—,—,—,EvB,EvB
VI,658,Greninja,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,Ev,Ev,S,S,—,—,—,—,—,—,—,Ev,Ev
VI,659,Bunnelby,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
VI,660,Diggersby,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
VI,661,Fletchling,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,C,C,C,C,—,—,CD,CD,—,—,—,C,C
VI,662,Fletchinder,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,C,C,C,C,—,—,CD,CD,—,—,—,C,C
VI,663,Talonflame,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,R,R,E,E,—,—,CD,CD,—,—,—,C,C
VI,664,Scatterbug,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,S,S,—,—,—,—,—,—,—,C,C
VI,665,Spewpa,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,E,E,—,—,—,—,—,—,—,C,C
VI,666,Vivillon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,Ev,T,T,E,E,—,—,—,—,—,—,—,C,C
VI,667,Litleo,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
VI,668,Pyroar,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
VI,669,Flabébé,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
VI,670,Floette,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,—,—,—,—,—,C,C
VI,671,Florges,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,E,E,—,—,—,—,—,—,—,C,C
VI,672,Skiddo,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,T,T,—,—,—,—,—,—,—,C,C
VI,673,Gogoat,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,T,T,—,—,—,—,—,—,—,C,C
VI,674,Pancham,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,C,C,C,C,—,—,C,C,—,—,—,—,—
VI,675,Pangoro,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,C,C,C,C,—,—,C,C,—,—,—,—,—
VI,676,Furfrou,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,—,—,—,—,—,—,—
VI,677,Espurr,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
VI,678,Meowstic,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,T,T,—,—,C,C,—,—,—,—,—
VI,679,Honedge,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,S,S,S,S,—,—,C,C,—,—,—,—,—
VI,680,Doublade,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,E,E,E,E,—,—,C,C,—,—,—,—,—
VI,681,Aegislash,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,E,E,E,E,—,—,C,C,—,—,—,—,—
VI,682,Spritzee,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,FS,C,EvB,T,T,T,T,T,—,—,T,C,—,—,—,—,—
VI,683,Aromatisse,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,FSET,ET,Ev,T,T,T,T,T,—,—,T,D,—,—,—,—,—
VI,684,Swirlix,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,FS,T,T,T,T,T,T,—,—,C,T,—,—,—,—,—
VI,685,Slurpuff,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,FSET,T,T,T,T,T,T,—,—,D,T,—,—,—,—,—
VI,686,Inkay,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,EvB,T,T,T,C,C,—,—,C,C,—,—,—,—,—
VI,687,Malamar,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,Ev,T,T,T,E,E,—,—,D,D,—,—,—,—,—
VI,688,Binacle,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,T,T,B,B,—,—,C,C,—,—,—,—,—
VI,689,Barbaracle,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,T,T,C,C,—,—,C,C,—,—,—,—,—
VI,690,Skrelp,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,C,T,T,T,T,B,—,—,T,CD,—,—,—,C,CC
VI,691,Dragalge,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,E,T,T,T,T,C,—,—,T,CD,—,—,—,C,CC
VI,692,Clauncher,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T,C,T,T,B,T,—,—,CD,T,—,—,—,CC,C
VI,693,Clawitzer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T,E,T,T,C,T,—,—,CD,T,—,—,—,CC,C
VI,694,Helioptile,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,B,B,—,—,C,C,—,—,—,—,—
VI,695,Heliolisk,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,D,D,—,—,—,—,—
VI,696,Tyrunt,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,Ev,Ev,T,T,R,R,—,—,CD,CD,—,—,—,—,—
VI,697,Tyrantrum,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,T,T,E,E,—,—,CD,CD,—,—,—,—,—
VI,698,Amaura,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,Ev,Ev,T,T,R,R,—,—,CD,CD,—,—,—,—,—
VI,699,Aurorus,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,EvE,EvE,T,T,E,E,—,—,CD,CD,—,—,—,—,—
VI,700,Sylveon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,E,E,E,E,—,—,C,C,—,—,C,C,C
VI,701,Hawlucha,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,C,C,—,—,—,C,C
VI,702,Dedenne,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,CD,CD,—,—,—,C,C
VI,703,Carbink,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,C,C,C,C,—,—,CD,CD,—,—,—,CD,CD
VI,704,Goomy,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,C,C,C,C,—,—,T,C,—,—,C,C,C
VI,705,Sliggoo,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,C,C,C,C,—,—,T,C,—,—,—,C,C
VI,705,Sliggoo (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
VI,706,Goodra,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,E,E,E,E,—,—,T,D,—,—,—,C,C
VI,706,Goodra (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
VI,707,Klefki,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,—,—,CD,CD,—,—,—,C,C
VI,708,Phantump,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,C,C,C,C,—,—,C,C,—,—,—,CD,CD
VI,709,Trevenant,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,ET,ET,C,C,R,R,—,—,D,D,—,—,—,CD,CD
VI,710,Pumpkaboo,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,T,T,T,T,—,—,C,C,—,—,—,—,—
VI,711,Gourgeist,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ET,ET,EvET,EvET,T,T,T,T,—,—,C,C,—,—,—,—,—
VI,712,Bergmite,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,T,T,—,—,C,C,—,—,C,C,C
VI,713,Avalugg,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,T,T,—,—,C,C,—,—,—,C,C
VI,713,Avalugg (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
VI,714,Noibat,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,T,T,T,T,C,C,—,—,C,C,—,—,—,C,C
VI,715,Noivern,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,T,T,T,T,C,C,—,—,C,C,—,—,—,C,C
VI,716,Xerneas,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,Ev,Ev,Ev,T,Ev,C,Ev,—,—,DA,CCDA,—,—,—,—,—
VI,717,Yveltal,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,C,Ev,Ev,Ev,T,Ev,C,—,—,CCDA,DA,—,—,—,—,—
VI,718,Zygarde,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,Ev,Ev,R,R,C,C,—,—,DA,DA,—,—,—,—,—
VI,719,Diancie,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,T,T,T,T,—,—,T,T,—,—,—,T,T
VI,720,Hoopa,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,Ev,Ev,Ev,Ev,—,—,—,—,—,—,—,T,T
VI,721,Volcanion,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,Ev,Ev,T,T,T,T,—,—,T,T,—,—,—,T,T
VII,722,Rowlet,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,—,—,RD,RD,—,—,C,EvB,EvB
VII,723,Dartrix,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,ED,ED,—,—,C,EvB,EvB
VII,724,Decidueye,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,ED,ED,—,—,—,Ev,Ev
VII,724,Decidueye (Hisuian Form),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
VII,725,Litten,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,—,—,RD,RD,—,—,—,—,—
VII,726,Torracat,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,ED,ED,—,—,—,—,—
VII,727,Incineroar,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,ED,ED,—,—,—,—,—
VII,728,Popplio,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,—,—,RD,RD,—,—,—,—,—
VII,729,Brionne,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,ED,ED,—,—,—,—,—
VII,730,Primarina,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,ED,ED,—,—,—,—,—
VII,731,Pikipek,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,—,—
VII,732,Trumbeak,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,—,—
VII,733,Toucannon,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,—,—,—,—,—,—,—,—,—
VII,734,Yungoos,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,C,C
VII,735,Gumshoos,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,C,C
VII,736,Grubbin,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,CD,CD
VII,737,Charjabug,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,CD,CD
VII,738,Vikavolt,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,—,—,C,C,—,—,—,CD,CD
VII,739,Crabrawler,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,C,C
VII,740,Crabominable,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,—,—,—,—,—,C,C
VII,741,Oricorio,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,C,C
VII,742,Cutiefly,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,CD,CD
VII,743,Ribombee,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,CD,CD
VII,744,Rockruff,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,CD,CD,—,—,—,C,C
VII,745,Lycanroc,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,CD,CD,—,—,—,C,C
VII,746,Wishiwashi,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,747,Mareanie,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,C,C
VII,748,Toxapex,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,C,C,—,—,—,C,C
VII,749,Mudbray,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,C,C
VII,750,Mudsdale,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,C,C
VII,751,Dewpider,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,752,Araquanid,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,753,Fomantis,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,CD,CD,—,—,—,C,C
VII,754,Lurantis,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,CD,CD,—,—,—,C,C
VII,755,Morelull,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,756,Shiinotic,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,—,—,C,C,—,—,—,—,—
VII,757,Salandit,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,C,C
VII,758,Salazzle,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,C,C,—,—,D,D,—,—,—,C,C
VII,759,Stufful,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,760,Bewear,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,761,Bounsweet,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,B,B,—,—,C,C,—,—,—,C,C
VII,762,Steenee,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,C,C,—,—,C,C,—,—,—,C,C
VII,763,Tsareena,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,C,C,—,—,—,C,C
VII,764,Comfey,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,CD,CD,—,—,—,—,—
VII,765,Oranguru,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,C,T,C,—,—,DA,C,—,—,—,C,CC
VII,766,Passimian,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,Ev,C,T,—,—,C,DA,—,—,—,CC,C
VII,767,Wimpod,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,768,Golisopod,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,C,C,—,—,—,—,—
VII,769,Sandygast,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,CD,CD,—,—,—,C,C
VII,770,Palossand,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,CD,CD,—,—,—,C,C
VII,771,Pyukumuku,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,772,Type: Null,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,—,—,R,R,—,—,—,—,—
VII,773,Silvally,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,E,E,—,—,—,—,—
VII,774,Minior,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,—,—
VII,775,Komala,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,C,C
VII,776,Turtonator,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,Ev,C,T,—,—,C,T,—,—,—,—,—
VII,777,Togedemaru,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,778,Mimikyu,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,C,C
VII,779,Bruxish,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,—,—,—,—,—,C,C
VII,780,Drampa,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,C,T,C,—,—,T,C,—,—,—,—,—
VII,781,Dhelmise,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,C,—,—,—,—,—
VII,782,Jangmo-o,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,EV,—,—,—,CD,CD
VII,783,Hakamo-o,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,EVE,—,—,—,CD,CD
VII,784,Kommo-o,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,C,EVE,—,—,—,CD,CD
VII,785,Tapu Koko,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,DA,DA,—,—,—,—,—
VII,786,Tapu Lele,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,DA,DA,—,—,—,—,—
VII,787,Tapu Bulu,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,DA,DA,—,—,—,—,—
VII,788,Tapu Fini,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,C,C,—,—,DA,DA,—,—,—,—,—
VII,789,Cosmog,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,R,R,—,—,RD,RD,—,—,—,—,—
VII,790,Cosmoem,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E,E,E,—,—,ED,ED,—,—,—,—,—
